major,school,plan,rank
33飞行器制造工程,B629北华航天工业学院,2,120165
0K医学检验技术,B230齐齐哈尔医学院,2,120173
04商务英语,B736西安航空学院,3,120184
12建筑学,A084河北建筑工程学院,1,120188
07金融学类,A671贵州财经大学,3,120204
A2小学教育(师范类),A096保定学院,1,120231
18思想政治教育(师范类),E276齐鲁师范学院,75,120235
28地理信息科学,A113山西农业大学,3,120236
02法学,E100山东政法学院,1093,120261
19应用心理学(师范类),A452临沂大学,45,120262
09安全工程,A878安徽建筑大学,2,120267
15中药资源与开发,A228黑龙江中医药大学,2,120293
55电子商务,B080西安文理学院,2,120315
55历史学(师范类),A762新疆师范大学,7,120330
64法学,A578韩山师范学院,1,120342
0R应用心理学,A441山东中医药大学,82,120353
18药学,A735甘肃中医药大学,1,120362
08新闻传播学类,E388重庆第二师范学院,4,120364
42财务管理,A377滁州学院,1,120373
11卫生检验与检疫,A262上海健康医学院,5,120390
1F建筑环境与能源应用工程(地方专项计划),A429青岛理工大学,30,120397
1Q汉语言文学(师范类),A222佳木斯大学,15,120419
26应用心理学,A735甘肃中医药大学,2,120441
09医学检验技术,D706吉林医药学院,2,120444
33经济统计学,A154辽宁工业大学,2,120449
15中药学,A809山西中医药大学,6,120459
2H行政管理,A596桂林理工大学,2,120483
04汉语言文学,B551重庆科技学院,5,120498
0A小学教育(师范类),A119太原师范学院,3,120553
07小学教育(师范类),E437南昌师范学院,2,120604
25化工与制药类,A431齐鲁工业大学,49,120624
QM海洋科学,A389福建农林大学,6,120644
16电子信息工程,A166沈阳师范大学,5,120651
08财务管理(中外合作办学),A429青岛理工大学,81,120662
74日语,Y000哈尔滨理工大学,8,120672
0R消防工程,A624中国民用航空飞行学院,2,120694
01思想政治教育(师范类),A762新疆师范大学,6,120730
34汉语言文学,A397武夷学院,1,120731
66汉语言文学(师范类),A481南阳师范学院,4,120760
22英语(师范类),A449滨州学院,29,120765
16食品科学与工程,A157沈阳农业大学,2,120768
1H国际经济与贸易,B318江西科技师范大学,2,120774
47法学,A408景德镇陶瓷大学,1,120775
A9地理科学(师范类),A762新疆师范大学,4,120796
15地质工程,A076河北工程大学,2,120807
2Y动物科学,A434山东农业大学,25,120813
34制药工程(济南走读),Y016济南大学,10,120818
09药学,C214湖南医药学院,1,120885
A8应用化学,A149沈阳化工大学,2,120890
30中药资源与开发,A434山东农业大学,9,120891
0E电子商务类(济南走读),Y014山东财经大学,50,120892
1Q应用统计学,A430山东建筑大学,47,120936
17工业工程(标准化方向),A109太原科技大学,2,120959
D2生物制药,A333常熟理工学院,2,120964
0C计算机类,A193吉林农业大学,3,120966
2G新闻传播学类,A596桂林理工大学,4,120978
1D家政学,A094河北师范大学,4,120980
1F人工智能,A434山东农业大学,75,120991
0H口腔医学技术,E432河北中医学院,3,121014
19土木类,A405东华理工大学,10,121017
09运动康复,A228黑龙江中医药大学,2,121038
43经济学类,B407北方民族大学,2,121056
1J植物生产类,A076河北工程大学,2,121064
07国际商务,B654武汉商学院,3,121071
0P医学检验技术,A443济宁医学院,103,121076
14公共管理类,A671贵州财经大学,3,121101
41英语(师范类),A096保定学院,1,121118
B3给排水科学与工程,A407江西理工大学,2,121125
1E历史学(师范类),E276齐鲁师范学院,80,121127
25制药工程,B658海南师范大学,5,121132
26生物科学(师范类),A419井冈山大学,4,121163
2S电气工程与智能控制(就读地点泰安),Y018山东科技大学,100,121168
05工业工程,A190长春工业大学,2,121176
1W信息管理与信息系统,A433山东理工大学,45,121218
18卫生检验与检疫,B810海南医学院,3,121256
43建筑环境与能源应用工程,A154辽宁工业大学,1,121264
22计算机科学与技术,A447聊城大学,65,121276
0P复合材料与工程,A361安徽理工大学,8,121299
11应用化学,B066烟台大学,120,121316
8D化学工程与工艺,A531吉首大学,2,121351
XC行政管理,A201北华大学,3,121367
22康复治疗学,A441山东中医药大学,38,121378
15中药学,A735甘肃中医药大学,2,121418
01金融学,B420河北金融学院,3,121420
49电气工程及其自动化,A594广西科技大学,4,121426
01思想政治教育(师范类),A514黄冈师范学院,4,121430
16生物科学类,B407北方民族大学,1,121452
06地球物理学类,A405东华理工大学,8,121459
0L测绘工程,A364安徽农业大学,2,121464
17农林经济管理,A741兰州财经大学,2,121476
FJ物联网工程,A719延安大学,4,121481
27财务管理,B077长沙学院,2,121483
14数学与应用数学(师范类),A608广西民族大学,2,121487
2E金融工程,B726长春大学,2,121494
0T数字经济,A434山东农业大学,140,121507
A1金融学,A149沈阳化工大学,4,121532
0S医学检验技术,D437南昌医学院,2,121547
04预防医学,D706吉林医药学院,3,121548
0E车辆工程,A525湖北汽车工业学院,2,121567
70应用心理学,A622四川轻化工大学,3,121605
02材料科学与工程,A146辽宁科技大学,4,121624
89财务管理,A402闽南师范大学,4,121626
P4通信工程,A201北华大学,3,121646
02自动化,A219黑龙江科技大学,2,121674
2B车辆工程,B726长春大学,1,121696
27轻化工程,A431齐鲁工业大学,38,121710
51环境工程,A513湖北师范大学,3,121718
01金融学,A245哈尔滨金融学院,4,121746
30交通运输,B463江苏理工学院,3,121762
0N外国语言文学类,A471河南中医药大学,3,121766
2R材料成型及控制工程(地方专项计划),A431齐鲁工业大学,10,121781
17生物技术(地方专项计划),A431齐鲁工业大学,10,121834
12测绘工程,A076河北工程大学,2,121861
47数据科学与大数据技术,A588广东技术师范大学,5,121907
1Z酿酒工程(地方专项计划),A431齐鲁工业大学,5,121923
23过程装备与控制工程,A220东北石油大学,4,121929
02材料科学与工程,A463河南工业大学,4,121933
A3学前教育(师范类),A096保定学院,1,121940
D5材料科学与工程,A407江西理工大学,3,121942
S3风景园林,A201北华大学,2,121946
1U信息与计算科学,A430山东建筑大学,27,121947
1J旅游管理(地方专项计划),A446曲阜师范大学,10,121949
0Z电子信息工程,A157沈阳农业大学,3,121962
36财务管理,D982无锡学院,2,121968
0K数据科学与大数据技术,A369安徽中医药大学,3,121989
1C工业设计,A363安徽工程大学,6,122049
37土地资源管理,A466河南农业大学,2,122069
0T生物科学(师范类),A119太原师范学院,4,122072
0A人工智能,A588广东技术师范大学,3,122075
0F英语,A653成都体育学院,2,122086
54水产养殖学,A566广东海洋大学,6,122111
HZ麻醉学,D560新疆第二医学院,9,122116
N1日语,A410江西农业大学,2,122143
01汉语言文学(师范类),A479安阳师范学院,3,122205
45生物科学(师范类),A482洛阳师范学院,6,122213
13遥感科学与技术,A076河北工程大学,2,122251
0N医学技术类(招收康复方向),A439山东第一医科大学,145,122265
05知识产权,E100山东政法学院,25,122275
D2物联网工程,A149沈阳化工大学,2,122307
43电子商务,A190长春工业大学,4,122356
11森林保护,A434山东农业大学,5,122368
02电气工程及其自动化,D897天津理工大学中环信息学院,1,122377
39计算机科学与技术,A166沈阳师范大学,4,122381
27水利类(济南走读),Y016济南大学,15,122391
13应用心理学,A639绵阳师范学院,1,122396
0H汉语言文学,A748青海民族大学,2,122431
EH日语,A719延安大学,5,122437
1M土木工程(济南走读),Y015山东建筑大学,15,122449
07人文教育(师范类),A119太原师范学院,2,122452
28思想政治教育(师范类),B067潍坊学院,37,122468
73汉语言文学,B053徐州工程学院,6,122471
52林学,A566广东海洋大学,2,122507
1L食品科学与工程类(地方专项计划),A431齐鲁工业大学,10,122515
08药学,A117长治医学院,2,122540
0M材料类(地方专项计划),A427济南大学,30,122548
03历史学类,A479安阳师范学院,4,122562
2L历史学(师范类),B067潍坊学院,37,122568
29行政管理,A347湖州师范学院,2,122574
03文化产业管理,A434山东农业大学,40,122597
0Z应用物理学,B066烟台大学,102,122615
35建筑电气与智能化,A462郑州轻工业大学,5,122621
2G生物工程,A451鲁东大学,59,122640
06汉语言文学,A519湖北文理学院,2,122641
15物联网工程,A240哈尔滨商业大学,5,122682
19公共事业管理,A262上海健康医学院,5,122683
17汉语言文学(师范类),B562兰州文理学院,2,122703
00法学,G127内蒙古科技大学包头师范学院,1,122707
0X会计学,B104华北科技学院,6,122714
0X护理学,A661遵义医科大学,5,122747
50小学教育(师范类),B059合肥学院,2,122776
68戏剧影视文学,A654四川音乐学院,4,122777
31财务管理,A139内蒙古财经大学,6,122813
1F城乡规划,A076河北工程大学,4,122815
48农林经济管理(卓越人才实验班),A113山西农业大学,2,122866
0D贸易经济,A741兰州财经大学,2,122886
21数学与应用数学(师范类),A603南宁师范大学,3,122914
F5应用化学(融创班),A220东北石油大学,2,122925
17卫生检验与检疫,A438潍坊医学院,54,122956
1D新能源汽车工程,A433山东理工大学,80,122962
3J土木类,A077河北地质大学,3,122966
0N机械设计制造及其自动化,A677西南林业大学,2,123018
1U养老服务管理,A207吉林财经大学,2,123020
12汉语言文学(师范类),A721宝鸡文理学院,2,123022
QU农业资源与环境(中外合作办学),A389福建农林大学,2,123029
43风景园林,A191吉林建筑大学,2,123038
1X资产评估,A741兰州财经大学,2,123040
29教育技术学(师范类),C034湖南第一师范学院,3,123077
25设施农业科学与工程,A020北京农学院,2,123080
1N信息管理与信息系统,A430山东建筑大学,33,123107
32食品科学与工程类,A466河南农业大学,6,123109
23电子信息类,A349绍兴文理学院,5,123114
43审计学,A377滁州学院,2,123138
A6应用物理学,A149沈阳化工大学,1,123150
G7本科预科班（招收边防军人子女）,B664西安邮电大学,6,123155
43食品质量与安全,A113山西农业大学,3,123182
0V机械类(济南走读),Y016济南大学,40,123193
26机械类,A596桂林理工大学,3,123198
22金融科技,B116成都工业学院,2,123201
1H网络空间安全,A588广东技术师范大学,5,123222
7L物流管理与工程类,A077河北地质大学,7,123257
0J数学与应用数学(师范类),A588广东技术师范大学,6,123298
27化学,A220东北石油大学,2,123303
04自动化,A167渤海大学,5,123321
02矿业类,A081华北理工大学,15,123331
0M风景园林,A434山东农业大学,90,123340
11软件工程,B077长沙学院,2,123361
20建筑学,A219黑龙江科技大学,1,123362
45社会工作,A166沈阳师范大学,5,123369
06国际经济与贸易,A433山东理工大学,78,123371
12护理学,A093承德医学院,3,123374
0G国际经济与贸易,A434山东农业大学,60,123390
2N通信工程,B726长春大学,2,123395
26光电信息科学与工程,A430山东建筑大学,32,123424
07针灸推拿学,A760新疆医科大学,18,123446
A9机械设计制造及其自动化,A149沈阳化工大学,4,123460
0C农业资源与环境,A434山东农业大学,40,123477
0N数学类,A372安庆师范大学,5,123479
1N机械设计制造及其自动化,A433山东理工大学,96,123481
17食品质量与安全,A157沈阳农业大学,2,123498
27生物科学类,A434山东农业大学,159,123503
1F俄语(师范类),A205长春师范大学,4,123505
43汉语言文学(师范类),A478周口师范学院,2,123523
16生物制药,A451鲁东大学,62,123565
19制药工程,A809山西中医药大学,1,123613
0L临床药学,A443济宁医学院,40,123655
1N土木工程,B066烟台大学,95,123675
13应用心理学,A071天津体育学院,3,123695
0V应用化学,A363安徽工程大学,5,123712
17医学技术类(地方专项计划，招收康复方向),A439山东第一医科大学,10,123720
H5统计学,A201北华大学,5,123754
75旅游管理,B035沈阳大学,3,123783
48知识产权,A408景德镇陶瓷大学,1,123797
19化学(师范类),A482洛阳师范学院,6,123821
1B德语,A430山东建筑大学,15,123839
1M地质工程,A361安徽理工大学,8,123854
02新闻学,A549湖南文理学院,2,123864
20卫生检验与检疫,A114山西医科大学,1,123880
11历史学(师范类),A514黄冈师范学院,4,123909
54地理科学类,A603南宁师范大学,4,123944
07学前教育(中外合作办学)(师范类),B658海南师范大学,5,123946
56农业工程类,A464河南科技大学,8,123971
28公共管理类,A434山东农业大学,135,124000
1E车辆工程,B066烟台大学,90,124024
A7文化产业管理,D687南京传媒学院,1,124059
33数据科学与大数据技术,B726长春大学,2,124093
2U生物工程,A434山东农业大学,28,124094
04测控技术与仪器,A220东北石油大学,4,124111
63材料类,A463河南工业大学,4,124114
H6物联网工程,A410江西农业大学,3,124116
03英语(师范类),A105沧州师范学院,2,124138
13医学影像技术,A229牡丹江医学院,2,124143
1B英语,A441山东中医药大学,110,124149
12医学检验技术,A229牡丹江医学院,2,124156
70机械设计制造及其自动化,A462郑州轻工业大学,8,124169
13化妆品技术与工程,A462郑州轻工业大学,2,124174
